State,Municipality,Zip Code
BAJA CALIFORNIA,ENSENADA,22852
BAJA CALIFORNIA,ENSENADA,22855
BAJA CALIFORNIA,ENSENADA,22860
BAJA CALIFORNIA,ENSENADA,22863
BAJA CALIFORNIA,ENSENADA,22870
BAJA CALIFORNIA,ENSENADA,22872
BAJA CALIFORNIA,ENSENADA,22873
BAJA CALIFORNIA,ENSENADA,22879
BAJA CALIFORNIA,ENSENADA,22880
BAJA CALIFORNIA,ENSENADA,22887
BAJA CALIFORNIA,ENSENADA,22889
BAJA CALIFORNIA,ENSENADA,22890
BAJA CALIFORNIA,ENSENADA,22895
BAJA CALIFORNIA,ENSENADA,22898
BAJA CALIFORNIA,ENSENADA,22908
BAJA CALIFORNIA,MEXICALI,21000
BAJA CALIFORNIA,MEXICALI,21010
BAJA CALIFORNIA,MEXICALI,21030
BAJA CALIFORNIA,MEXICALI,21038
BAJA CALIFORNIA,MEXICALI,21040
BAJA CALIFORNIA,MEXICALI,21050
BAJA CALIFORNIA,MEXICALI,21060
BAJA CALIFORNIA,MEXICALI,21070
BAJA CALIFORNIA,MEXICALI,21079
BAJA CALIFORNIA,MEXICALI,21090
BAJA CALIFORNIA,MEXICALI,21100
BAJA CALIFORNIA,MEXICALI,21110
BAJA CALIFORNIA,MEXICALI,21120
BAJA CALIFORNIA,MEXICALI,21130
BAJA CALIFORNIA,MEXICALI,21135
BAJA CALIFORNIA,MEXICALI,21137
BAJA CALIFORNIA,MEXICALI,21138
BAJA CALIFORNIA,MEXICALI,21139
BAJA CALIFORNIA,MEXICALI,21140
BAJA CALIFORNIA,MEXICALI,21147
BAJA CALIFORNIA,MEXICALI,21150
BAJA CALIFORNIA,MEXICALI,21160
BAJA CALIFORNIA,MEXICALI,21165
BAJA CALIFORNIA,MEXICALI,21170
BAJA CALIFORNIA,MEXICALI,21179
BAJA CALIFORNIA,MEXICALI,21180
BAJA CALIFORNIA,MEXICALI,21185
BAJA CALIFORNIA,MEXICALI,21188
BAJA CALIFORNIA,MEXICALI,21190
BAJA CALIFORNIA,MEXICALI,21200
BAJA CALIFORNIA,MEXICALI,21210
BAJA CALIFORNIA,MEXICALI,21216
BAJA CALIFORNIA,MEXICALI,21218
BAJA CALIFORNIA,MEXICALI,21219
BAJA CALIFORNIA,MEXICALI,21220
BAJA CALIFORNIA,MEXICALI,21225
BAJA CALIFORNIA,MEXICALI,21229
BAJA CALIFORNIA,MEXICALI,21230
BAJA CALIFORNIA,MEXICALI,21240
BAJA CALIFORNIA,MEXICALI,21250
BAJA CALIFORNIA,MEXICALI,21254
BAJA CALIFORNIA,MEXICALI,21255
BAJA CALIFORNIA,MEXICALI,21257
BAJA CALIFORNIA,MEXICALI,21258
BAJA CALIFORNIA,MEXICALI,21259
BAJA CALIFORNIA,MEXICALI,21260
BAJA CALIFORNIA,MEXICALI,21270
BAJA CALIFORNIA,MEXICALI,21280
BAJA CALIFORNIA,MEXICALI,21290
BAJA CALIFORNIA,MEXICALI,21297
BAJA CALIFORNIA,MEXICALI,21298
BAJA CALIFORNIA,MEXICALI,21299
BAJA CALIFORNIA,MEXICALI,21300
BAJA CALIFORNIA,MEXICALI,21307
BAJA CALIFORNIA,MEXICALI,21309
BAJA CALIFORNIA,MEXICALI,21310
BAJA CALIFORNIA,MEXICALI,21320
BAJA CALIFORNIA,MEXICALI,21323
BAJA CALIFORNIA,MEXICALI,21324
BAJA CALIFORNIA,MEXICALI,21325
BAJA CALIFORNIA,MEXICALI,21326
BAJA CALIFORNIA,MEXICALI,21327
BAJA CALIFORNIA,MEXICALI,21330
BAJA CALIFORNIA,MEXICALI,21337
BAJA CALIFORNIA,MEXICALI,21339
BAJA CALIFORNIA,MEXICALI,21340
BAJA CALIFORNIA,MEXICALI,21350
BAJA CALIFORNIA,MEXICALI,21353
BAJA CALIFORNIA,MEXICALI,21354
BAJA CALIFORNIA,MEXICALI,21355
BAJA CALIFORNIA,MEXICALI,21356
BAJA CALIFORNIA,MEXICALI,21360
BAJA CALIFORNIA,MEXICALI,21370
BAJA CALIFORNIA,MEXICALI,21376
BAJA CALIFORNIA,MEXICALI,21378
BAJA CALIFORNIA,MEXICALI,21379
BAJA CALIFORNIA,MEXICALI,21380
BAJA CALIFORNIA,MEXICALI,21383
BAJA CALIFORNIA,MEXICALI,21384
BAJA CALIFORNIA,MEXICALI,21385
BAJA CALIFORNIA,MEXICALI,21386
BAJA CALIFORNIA,MEXICALI,21387
BAJA CALIFORNIA,MEXICALI,21389
BAJA CALIFORNIA,MEXICALI,21390
BAJA CALIFORNIA,MEXICALI,21394
BAJA CALIFORNIA,MEXICALI,21395
BAJA CALIFORNIA,MEXICALI,21396
BAJA CALIFORNIA,MEXICALI,21397
BAJA CALIFORNIA,MEXICALI,21398
BAJA CALIFORNIA,MEXICALI,21399
BAJA CALIFORNIA,MEXICALI,21600
BAJA CALIFORNIA,MEXICALI,21602
BAJA CALIFORNIA,MEXICALI,21620
BAJA CALIFORNIA,MEXICALI,21628
BAJA CALIFORNIA,MEXICALI,21700
BAJA CALIFORNIA,MEXICALI,21705
BAJA CALIFORNIA,MEXICALI,21710
BAJA CALIFORNIA,MEXICALI,21720
BAJA CALIFORNIA,MEXICALI,21722
BAJA CALIFORNIA,MEXICALI,21730
BAJA CALIFORNIA,MEXICALI,21731
BAJA CALIFORNIA,MEXICALI,21739
BAJA CALIFORNIA,MEXICALI,21801
BAJA CALIFORNIA,MEXICALI,21837
BAJA CALIFORNIA,PLAYAS DE ROSARITO,22703
BAJA CALIFORNIA,PLAYAS DE ROSARITO,22705
BAJA CALIFORNIA,PLAYAS DE ROSARITO,22706
BAJA CALIFORNIA,PLAYAS DE ROSARITO,22707
BAJA CALIFORNIA,PLAYAS DE ROSARITO,22710
BAJA CALIFORNIA,PLAYAS DE ROSARITO,22712
BAJA CALIFORNIA,PLAYAS DE ROSARITO,22716
BAJA CALIFORNIA,PLAYAS DE ROSARITO,22740
BAJA CALIFORNIA,TECATE,21400
BAJA CALIFORNIA,TECATE,21410
BAJA CALIFORNIA,TECATE,21420
BAJA CALIFORNIA,TECATE,21430
BAJA CALIFORNIA,TECATE,21440
BAJA CALIFORNIA,TECATE,21446
BAJA CALIFORNIA,TECATE,21447
BAJA CALIFORNIA,TECATE,21448
BAJA CALIFORNIA,TECATE,21449
BAJA CALIFORNIA,TECATE,21453
BAJA CALIFORNIA,TECATE,21460
BAJA CALIFORNIA,TECATE,21462
BAJA CALIFORNIA,TECATE,21470
BAJA CALIFORNIA,TECATE,21471
BAJA CALIFORNIA,TECATE,21478
BAJA CALIFORNIA,TECATE,21480
BAJA CALIFORNIA,TECATE,21485
BAJA CALIFORNIA,TECATE,21490
BAJA CALIFORNIA,TECATE,21496
BAJA CALIFORNIA,TECATE,21507
BAJA CALIFORNIA,TECATE,21530
BAJA CALIFORNIA,TIJUANA,22000
BAJA CALIFORNIA,TIJUANA,22010
BAJA CALIFORNIA,TIJUANA,22014
BAJA CALIFORNIA,TIJUANA,22015
BAJA CALIFORNIA,TIJUANA,22020
BAJA CALIFORNIA,TIJUANA,22024
BAJA CALIFORNIA,TIJUANA,22025
BAJA CALIFORNIA,TIJUANA,22030
BAJA CALIFORNIA,TIJUANA,22034
BAJA CALIFORNIA,TIJUANA,22035
BAJA CALIFORNIA,TIJUANA,22040
BAJA CALIFORNIA,TIJUANA,22044
BAJA CALIFORNIA,TIJUANA,22045
BAJA CALIFORNIA,TIJUANA,22046
BAJA CALIFORNIA,TIJUANA,22050
BAJA CALIFORNIA,TIJUANA,22054
BAJA CALIFORNIA,TIJUANA,22055
BAJA CALIFORNIA,TIJUANA,22056
BAJA CALIFORNIA,TIJUANA,22100
BAJA CALIFORNIA,TIJUANA,22104
BAJA CALIFORNIA,TIJUANA,22105
BAJA CALIFORNIA,TIJUANA,22106
BAJA CALIFORNIA,TIJUANA,22110
BAJA CALIFORNIA,TIJUANA,22114
BAJA CALIFORNIA,TIJUANA,22115
BAJA CALIFORNIA,TIJUANA,22116
BAJA CALIFORNIA,TIJUANA,22117
BAJA CALIFORNIA,TIJUANA,22120
BAJA CALIFORNIA,TIJUANA,22123
BAJA CALIFORNIA,TIJUANA,22124
BAJA CALIFORNIA,TIJUANA,22125
BAJA CALIFORNIA,TIJUANA,22126
BAJA CALIFORNIA,TIJUANA,22127
BAJA CALIFORNIA,TIJUANA,22163
BAJA CALIFORNIA,TIJUANA,22164
BAJA CALIFORNIA,TIJUANA,22165
BAJA CALIFORNIA,TIJUANA,22170
BAJA CALIFORNIA,TIJUANA,22180
BAJA CALIFORNIA,TIJUANA,22183
BAJA CALIFORNIA,TIJUANA,22185
BAJA CALIFORNIA,TIJUANA,22186
BAJA CALIFORNIA,TIJUANA,22190
BAJA CALIFORNIA,TIJUANA,22194
BAJA CALIFORNIA,TIJUANA,22195
BAJA CALIFORNIA,TIJUANA,22196
BAJA CALIFORNIA,TIJUANA,22200
BAJA CALIFORNIA,TIJUANA,22203
BAJA CALIFORNIA,TIJUANA,22204
BAJA CALIFORNIA,TIJUANA,22205
BAJA CALIFORNIA,TIJUANA,22206
BAJA CALIFORNIA,TIJUANA,22207
BAJA CALIFORNIA,TIJUANA,22210
BAJA CALIFORNIA,TIJUANA,22214
BAJA CALIFORNIA,TIJUANA,22215
BAJA CALIFORNIA,TIJUANA,22216
BAJA CALIFORNIA,TIJUANA,22217
BAJA CALIFORNIA,TIJUANA,22220
BAJA CALIFORNIA,TIJUANA,22223
BAJA CALIFORNIA,TIJUANA,22224
BAJA CALIFORNIA,TIJUANA,22225
BAJA CALIFORNIA,TIJUANA,22226
BAJA CALIFORNIA,TIJUANA,22230
BAJA CALIFORNIA,TIJUANA,22234
BAJA CALIFORNIA,TIJUANA,22235
BAJA CALIFORNIA,TIJUANA,22236
BAJA CALIFORNIA,TIJUANA,22237
BAJA CALIFORNIA,TIJUANA,22244
BAJA CALIFORNIA,TIJUANA,22245
BAJA CALIFORNIA,TIJUANA,22246
BAJA CALIFORNIA,TIJUANA,22253
BAJA CALIFORNIA,TIJUANA,22254
BAJA CALIFORNIA,TIJUANA,22255
BAJA CALIFORNIA,TIJUANA,22260
BAJA CALIFORNIA,TIJUANA,22263
BAJA CALIFORNIA,TIJUANA,22330
BAJA CALIFORNIA,TIJUANA,22333
BAJA CALIFORNIA,TIJUANA,22334
BAJA CALIFORNIA,TIJUANA,22400
BAJA CALIFORNIA,TIJUANA,22404
BAJA CALIFORNIA,TIJUANA,22405
BAJA CALIFORNIA,TIJUANA,22406
BAJA CALIFORNIA,TIJUANA,22410
BAJA CALIFORNIA,TIJUANA,22414
BAJA CALIFORNIA,TIJUANA,22415
BAJA CALIFORNIA,TIJUANA,22416
BAJA CALIFORNIA,TIJUANA,22420
BAJA CALIFORNIA,TIJUANA,22425
BAJA CALIFORNIA,TIJUANA,22426
BAJA CALIFORNIA,TIJUANA,22427
BAJA CALIFORNIA,TIJUANA,22430
BAJA CALIFORNIA,TIJUANA,22434
BAJA CALIFORNIA,TIJUANA,22435
BAJA CALIFORNIA,TIJUANA,22436
BAJA CALIFORNIA,TIJUANA,22440
BAJA CALIFORNIA,TIJUANA,22450
BAJA CALIFORNIA,TIJUANA,22454
BAJA CALIFORNIA,TIJUANA,22455
BAJA CALIFORNIA,TIJUANA,22456
BAJA CALIFORNIA,TIJUANA,22457
BAJA CALIFORNIA,TIJUANA,22460
BAJA CALIFORNIA,TIJUANA,22464
BAJA CALIFORNIA,TIJUANA,22465
BAJA CALIFORNIA,TIJUANA,22470
BAJA CALIFORNIA,TIJUANA,22473
BAJA CALIFORNIA,TIJUANA,22474
BAJA CALIFORNIA,TIJUANA,22476
BAJA CALIFORNIA,TIJUANA,22500
BAJA CALIFORNIA,TIJUANA,22504
BAJA CALIFORNIA,TIJUANA,22505
BAJA CALIFORNIA,TIJUANA,22506
BAJA CALIFORNIA,TIJUANA,22510
BAJA CALIFORNIA,TIJUANA,22515
BAJA CALIFORNIA,TIJUANA,22516
BAJA CALIFORNIA,TIJUANA,22517
BAJA CALIFORNIA,TIJUANA,22520
BAJA CALIFORNIA,TIJUANA,22523
BAJA CALIFORNIA,TIJUANA,22524
BAJA CALIFORNIA,TIJUANA,22525
BAJA CALIFORNIA,TIJUANA,22526
BAJA CALIFORNIA,TIJUANA,22530
BAJA CALIFORNIA,TIJUANA,22534
BAJA CALIFORNIA,TIJUANA,22535
BAJA CALIFORNIA,TIJUANA,22536
BAJA CALIFORNIA,TIJUANA,22537
BAJA CALIFORNIA,TIJUANA,22544
BAJA CALIFORNIA,TIJUANA,22545
BAJA CALIFORNIA,TIJUANA,22550
BAJA CALIFORNIA,TIJUANA,22555
BAJA CALIFORNIA,TIJUANA,22557
BAJA CALIFORNIA,TIJUANA,22560
BAJA CALIFORNIA,TIJUANA,22564
BAJA CALIFORNIA,TIJUANA,22565
BAJA CALIFORNIA,TIJUANA,22566
BAJA CALIFORNIA,TIJUANA,22567
BAJA CALIFORNIA,TIJUANA,22600
BAJA CALIFORNIA,TIJUANA,22604
BAJA CALIFORNIA,TIJUANA,22605
BAJA CALIFORNIA,TIJUANA,22606
BAJA CALIFORNIA,TIJUANA,22607
BAJA CALIFORNIA,TIJUANA,22610
BAJA CALIFORNIA,TIJUANA,22614
BAJA CALIFORNIA,TIJUANA,22615
BAJA CALIFORNIA,TIJUANA,22616
BAJA CALIFORNIA,TIJUANA,22620
BAJA CALIFORNIA,TIJUANA,22624
BAJA CALIFORNIA,TIJUANA,22625
BAJA CALIFORNIA,TIJUANA,22626
BAJA CALIFORNIA,TIJUANA,22630
BAJA CALIFORNIA,TIJUANA,22634
BAJA CALIFORNIA,TIJUANA,22635
BAJA CALIFORNIA,TIJUANA,22636
BAJA CALIFORNIA,TIJUANA,22637
BAJA CALIFORNIA,TIJUANA,22640
BAJA CALIFORNIA,TIJUANA,22643
BAJA CALIFORNIA,TIJUANA,22644
BAJA CALIFORNIA,TIJUANA,22645
BAJA CALIFORNIA,TIJUANA,22646
BAJA CALIFORNIA,TIJUANA,22647
BAJA CALIFORNIA,TIJUANA,22650
BAJA CALIFORNIA,TIJUANA,22654
BAJA CALIFORNIA,TIJUANA,22660
BAJA CALIFORNIA,TIJUANA,22663
BAJA CALIFORNIA,TIJUANA,22664
BAJA CALIFORNIA,TIJUANA,22665
BAJA CALIFORNIA,TIJUANA,22666
BAJA CALIFORNIA,TIJUANA,22667
BAJA CALIFORNIA SUR,MUNICIPIO A,55649
CAMPECHE,CAMPECHE,24000
CAMPECHE,CAMPECHE,24010
CAMPECHE,CAMPECHE,24014
CAMPECHE,CAMPECHE,24020
CAMPECHE,CAMPECHE,24023
CAMPECHE,CAMPECHE,24025
CAMPECHE,CAMPECHE,24026
CAMPECHE,CAMPECHE,24027
CAMPECHE,CAMPECHE,24028
CAMPECHE,CAMPECHE,24030
CAMPECHE,CAMPECHE,24035
CAMPECHE,CAMPECHE,24036
CAMPECHE,CAMPECHE,24038
CAMPECHE,CAMPECHE,24039
CAMPECHE,CAMPECHE,24040
CAMPECHE,CAMPECHE,24044
CAMPECHE,CAMPECHE,24049
CAMPECHE,CAMPECHE,24050
CAMPECHE,CAMPECHE,24058
CAMPECHE,CAMPECHE,24060
CAMPECHE,CAMPECHE,24069
CAMPECHE,CAMPECHE,24070
CAMPECHE,CAMPECHE,24073
CAMPECHE,CAMPECHE,24075
CAMPECHE,CAMPECHE,24080
CAMPECHE,CAMPECHE,24083
CAMPECHE,CAMPECHE,24085
CAMPECHE,CAMPECHE,24087
CAMPECHE,CAMPECHE,24088
CAMPECHE,CAMPECHE,24090
CAMPECHE,CAMPECHE,24093
CAMPECHE,CAMPECHE,24094
CAMPECHE,CAMPECHE,24095
CAMPECHE,CAMPECHE,24096
CAMPECHE,CAMPECHE,24097
CAMPECHE,CAMPECHE,24098
CAMPECHE,CAMPECHE,24099
CAMPECHE,CAMPECHE,24500
CAMPECHE,CAMPECHE,24501
CAMPECHE,CAMPECHE,24520
CAMPECHE,CARMEN,24100
CAMPECHE,CARMEN,24110
CAMPECHE,CARMEN,24114
CAMPECHE,CARMEN,24115
CAMPECHE,CARMEN,24116
CAMPECHE,CARMEN,24117
CAMPECHE,CARMEN,24118
CAMPECHE,CARMEN,24119
CAMPECHE,CARMEN,24120
CAMPECHE,CARMEN,24129
CAMPECHE,CARMEN,24130
CAMPECHE,CARMEN,24139
CAMPECHE,CARMEN,24140
CAMPECHE,CARMEN,24150
CAMPECHE,CARMEN,24153
CAMPECHE,CARMEN,24154
CAMPECHE,CARMEN,24155
CAMPECHE,CARMEN,24157
CAMPECHE,CARMEN,24158
CAMPECHE,CARMEN,24160
CAMPECHE,CARMEN,24166
CAMPECHE,CARMEN,24167
CAMPECHE,CARMEN,24169
CAMPECHE,CARMEN,24170
CAMPECHE,CARMEN,24178
CAMPECHE,CARMEN,24179
CAMPECHE,CARMEN,24180
CAMPECHE,CARMEN,24185
CAMPECHE,CARMEN,24186
CAMPECHE,CARMEN,24187
CAMPECHE,CARMEN,24188
CAMPECHE,CARMEN,24189
CAMPECHE,CARMEN,24190
CAMPECHE,CARMEN,24195
CAMPECHE,CARMEN,24197
CAMPECHE,CARMEN,24198
CAMPECHE,CARMEN,24199
CHIAPAS,TAPACHULA,30720
CHIAPAS,TAPACHULA,30786
CHIAPAS,TAPACHULA,30797
CHIAPAS,TAPACHULA,30798
CHIHUAHUA,ALDAMA,32910
CHIHUAHUA,ALDAMA,32912
CHIHUAHUA,ALDAMA,32913
CHIHUAHUA,ALDAMA,32914
CHIHUAHUA,ALDAMA,32917
CHIHUAHUA,ALDAMA,32918
CHIHUAHUA,AQUILES SERDAN,31385
CHIHUAHUA,AQUILES SERDAN,31650
CHIHUAHUA,CAMARGO,33700
CHIHUAHUA,CAMARGO,33710
CHIHUAHUA,CAMARGO,33730
CHIHUAHUA,CAMARGO,33737
CHIHUAHUA,CAMARGO,33739
CHIHUAHUA,CAMARGO,33740
CHIHUAHUA,CAMARGO,33749
CHIHUAHUA,CAMARGO,33750
CHIHUAHUA,CAMARGO,33759
CHIHUAHUA,CAMARGO,33760
CHIHUAHUA,CAMARGO,33765
CHIHUAHUA,CAMARGO,33768
CHIHUAHUA,CAMARGO,33769
CHIHUAHUA,CAMARGO,33770
CHIHUAHUA,CAMARGO,33777
CHIHUAHUA,CAMARGO,33778
